AQI,CO2_Level_ppm,NO2_Level_ppm,PM2_5_ug_m3,PM10_ug_m3,pH_Level,Nitrogen_mg_kg,Phosphorus_mg_kg,Potassium_mg_kg,Moisture_Level_%,Plot_Area_m2,Plant_Type
91.48,405.82,9.8,54.98,115.9,6.88,87.57,51.51,69.51,59.23,372.98,Amla
41.07,405.89,14.35,52.88,118.35,6.22,58.38,36.8,52.4,46.37,209.12,Drumstick
75.81,416.48,8.6,63.5,113.62,6.99,97.66,48.69,83.3,50.58,537.9,Mango
103.88,416.85,8.47,55.29,113.78,6.71,70.97,40.23,32.4,39.93,266.82,Neem
127.28,416.69,8.66,63.69,123.61,6.88,79.17,50.81,66.86,45.81,321.71,Amla
113.82,417.98,12.78,58.1,113.51,6.31,58.46,44.32,47.7,41.81,180.94,Drumstick
97.66,408.3,8.55,55.58,116.26,7.05,86.37,60.34,62.97,55.13,301.08,Amla
109.94,410.45,12.93,49.97,107.52,6.1,67.45,38.75,55.62,52,221.24,Drumstick
111.55,427.11,14.28,56.62,112.01,6.37,91.03,60.98,62.63,58.82,404.81,Jamun
94.38,397.66,11.45,51.5,119.68,6.18,71.19,44.65,50.69,51.07,207.32,Drumstick
101.69,424.83,12.28,52.83,110.62,7.54,73.61,48.98,63.85,50.13,293.68,Amla
91.56,404.05,10.56,51.03,114.76,6.67,84.42,57.96,59.63,55.85,345.73,Jamun
124.36,408.88,11.38,50.34,120.8,6.61,82.86,58.86,49.44,53.98,355.04,Jamun
89.33,406.62,12.61,62.99,105.68,6.72,95.7,56.16,53.81,58.1,365.71,Jamun
107.69,411.85,11.78,53.15,120.4,6.55,75.35,42.8,37.7,39.4,284.45,Neem
64.72,420.08,9.76,55.93,114.84,6.11,64.75,40.42,56.74,48.81,174.9,Drumstick
97.96,421.08,11.01,57.35,122.96,6.74,88.75,63.88,67.96,63.86,469.49,Jamun
102.4,418.39,9.36,49.6,114.21,6.87,70.87,45.92,35.73,31.46,337.45,Neem
81.1,411.37,17.72,49.95,120.5,6.25,84.69,63.81,68.58,65.52,348.81,Jamun
121.03,415.8,14.9,60.91,127.98,5.77,66.93,39.29,47.95,46.65,170.2,Drumstick
91.54,414.6,13.16,55.23,124.31,7.1,67.64,56.31,60.82,51.05,432.49,Amla
114.67,423.61,17.82,57.42,117.59,5.98,50.59,46.07,52.98,36.47,204.08,Drumstick
71.23,418.51,6.66,51.88,113.45,7.2,103.34,46.27,81.26,64.94,517.39,Mango
134.61,414.11,14.1,50.56,109.49,6.04,71.92,46.44,56.96,41.62,187.84,Drumstick
89.85,424.03,10.44,55.22,113.67,7.32,76.39,59.99,65.38,56.57,333.26,Amla
104.78,415.82,11.63,57.58,111.1,5.66,50.67,39.64,57.04,40.8,182.45,Drumstick
73.83,411.86,12.69,60.93,112.45,6.22,71.92,45.38,56.63,42.94,178.1,Drumstick
101.57,425.42,14.67,67.95,109.69,6.41,115.58,49.52,83.53,61.8,501.62,Mango
76.67,402.72,9.38,54.52,112.2,6.24,51.27,41.7,54.15,41.99,216.98,Drumstick
79.99,414.4,9.65,50.97,122.49,6.39,55.82,44.7,51.49,48.05,186.63,Drumstick
103.28,412.26,8.34,58.6,119.04,6.97,57.9,35.4,43.42,42.23,312.75,Neem
87.83,397.43,5.83,52.94,126.6,5.99,59.82,42.88,56.07,48.22,224.81,Drumstick
106.38,416.81,6.76,54.11,108.18,7.28,108.18,43.97,74.13,43.17,492.27,Mango
74.78,413.72,15.23,51.55,113.95,6.63,109.26,61.71,80.06,61.56,510.1,Mango
98.21,408.95,10.92,59.19,120.62,6.48,67.43,49.87,61.22,47.68,161.54,Drumstick
158.91,395.83,13.05,48.61,117.75,6.97,81.9,65.33,70.38,46.5,276.06,Amla
89.57,417.57,4.5,52.56,119.1,6.39,54.65,39.79,49.39,44.14,202.09,Drumstick
104.28,435.24,15.85,51.03,115.65,7.12,102.61,48.39,73.21,55.24,515.11,Mango
89.65,412.21,11.53,64.36,117.9,6.5,114.32,42.55,73.54,51.34,570.03,Mango
119.82,409.42,7.98,60.67,115.93,5.69,47.38,46.2,46.26,49.57,223.37,Drumstick
99.28,426.98,14.71,48.1,113.16,6.6,86.01,61.13,54.06,56.44,369.55,Jamun
134.38,408.39,12.64,58.28,110.73,7.47,69.69,62.25,61.72,48.54,336.13,Amla
121.3,405.17,10.26,52.78,114.65,6.32,94.35,58.75,56.94,62.17,378.2,Jamun
107.22,408.73,10.95,57.2,105.21,6.65,93.77,54.87,58.87,61.05,403.02,Jamun
122.89,416.9,9.9,59.76,129.15,5.77,65.88,49.55,55.46,39.53,199.21,Drumstick
95.79,414.55,18.07,49.94,116.13,6.42,84.55,62.74,56.72,69.03,346.18,Jamun
122.43,407.96,13.64,48.56,113.49,6.89,94.49,66.67,62.74,55.89,473.97,Jamun
103.65,424.73,14.93,49.89,108.75,6.72,88.02,68.82,62.11,59.66,456.67,Jamun
101.4,403.44,15.48,52.35,116.54,7.28,78.6,42.75,29.53,35.41,330.69,Neem
89.87,416.87,7.46,50.07,116.59,6.14,95.31,66.94,62.4,65.61,425.47,Jamun
64.47,411.16,12.11,48.74,109.99,6.75,90.21,60.66,65.11,64.09,419.05,Jamun
108.67,410.52,12.05,47.83,120.63,7.3,90.6,61.9,53.63,57.94,379.56,Jamun
68.18,399.71,13.98,57.55,114.73,6.19,89.08,53.93,61.82,55.5,420.83,Jamun
89.26,431.3,13.95,62.59,112.54,6.95,81.18,59.01,65.66,45.73,371.44,Amla
101.17,419.77,11.85,52.96,119.36,7.07,72.99,36.03,39.55,31.97,311.51,Neem
87.65,407.56,8.44,58.78,116.57,6.61,60.5,60.89,62.02,44.16,330.63,Amla
86.76,410.93,16.36,50.62,124.08,6.35,110.05,54.97,85.64,53.19,489.3,Mango
113.8,418.63,10.83,61.52,128.32,6.63,86.07,56.52,65.39,52.7,361.29,Jamun
123.43,409.56,12.78,56.96,120.82,6.34,60.05,29.87,55.11,52.98,208.6,Drumstick
113.01,435.7,14.32,50.81,109.58,6.82,70.79,38.58,37.33,40.33,293.45,Neem
96.23,412.73,15.53,56.12,119.63,6.83,112.67,55.43,50.65,61.4,376.28,Jamun
92.88,398.19,10.5,54.54,116.6,6.65,66.53,44.31,58.29,41.56,218.52,Drumstick
93.84,408.32,10.04,60.88,118.16,6.25,81.22,57.91,67.45,58.47,459.27,Jamun
78.6,403.52,15.12,59.82,115.26,7.16,108.32,58.58,81.57,58.49,559.5,Mango
73.6,419.04,13.37,41.94,110.88,6.29,42.54,44.25,52.32,41.88,186.72,Drumstick
119.7,404.01,16.6,58.44,116.67,6.91,93.79,59.45,61.82,45.15,275.66,Amla
75.39,409.43,15.08,48.39,116.56,6.59,91.87,62.12,60.1,63.25,353.75,Jamun
80.97,409.71,10.72,53.54,116.34,7.05,71.31,53.77,55.62,58.69,332.07,Amla
90.42,428.4,9.44,52.88,117.69,6.3,85.96,60.69,62.63,68.49,378.74,Jamun
86.82,411.96,14.56,52.91,116.61,6.67,66.64,42.61,45.84,47.82,299.66,Neem
112.74,410.07,13.32,49.88,112.89,7.05,54.54,49.8,51.03,44.29,173.92,Drumstick
122.58,415.24,15.01,47.84,116.66,7.04,73.09,40.57,41.23,36.08,321.93,Neem
73.15,404.51,9.33,53.65,117.02,6.68,46.98,44.98,60.83,57.27,223.44,Drumstick
118.67,417.46,18.21,51.79,124.03,6.44,59.71,39.41,40.88,42.55,357.57,Neem
69.51,409.28,12.47,54.92,121.3,6.31,88.97,59.84,74.82,54.98,429.72,Jamun
102.92,412.95,11.13,49.12,115.45,5.99,68.98,35.83,59.57,48.17,172.57,Drumstick
76.44,419.05,9.16,50.34,119.14,7.38,68.97,39.68,40.53,38.28,324.23,Neem
75.26,398.99,13.17,54.72,119.14,6.45,110.73,44.36,88.85,57.88,572.78,Mango
121.72,402.37,17.74,54.23,115.21,6.95,78.45,49.99,64.74,43.15,345.59,Amla
72.84,413.96,12.47,55.69,109.73,7.14,63.51,38.44,37.19,41.06,294.43,Neem
105.49,432.73,13.32,63.7,116.1,7.43,59.31,42.25,37.36,43.4,316.82,Neem
79.92,421.57,12.34,53.95,119.33,7.27,69.14,37.99,37.99,32.43,364.4,Neem
78.93,418.08,4.11,57.78,125.92,6.31,82.7,57.07,56.75,59.21,424.62,Jamun
78.93,410.42,13.74,67.95,118.09,6.7,106.98,52.17,87.92,66.8,400.96,Mango
61.28,420.03,11.79,55.6,111.05,7.17,77.31,57.72,57.91,48,337.79,Amla
129.11,401.99,8.45,60.43,114.27,6.51,72.17,52.98,64.09,47.31,345.86,Amla
96.15,422.41,16.89,53.37,111.56,6.72,96.71,37.25,87.67,59.09,461.35,Mango
67.99,419.52,12.66,49.37,117.52,6.13,69.57,47.76,57.97,44.01,252.91,Drumstick
107.39,400.75,11.2,52.88,119.04,6.67,81.17,49.51,65.35,53.06,386.79,Jamun
119.02,416.88,4.1,54.73,110.12,6.13,61.63,47.39,55.71,53.27,226.4,Drumstick
82.49,422.9,5.49,54.07,107.1,7.17,98.15,52.92,82.68,60.75,492.76,Mango
106.51,416.99,12.43,57.53,120.11,6.88,77.52,58.73,70.31,51.35,263.4,Amla
106.16,434.54,15.02,57.24,114.45,6.74,86.4,54.38,75.82,57.46,524.35,Mango
90.32,412.08,9.25,54.88,119.74,7.57,74.98,57.59,62.61,49.55,412.56,Amla
77.33,412.74,6.17,51.71,106.88,6.38,63.8,48.89,52.28,35.46,158.69,Drumstick
105.6,422.36,13.17,54.29,130.3,6.67,93.46,69.73,66.78,63.9,412.98,Jamun
119.43,402.09,10.09,58.85,113.78,6.55,73.48,32.79,47.11,44.25,293.63,Neem
94.33,403.2,11.95,52.9,113.97,6.44,89.11,58.73,63.91,57.92,384.24,Amla
95.86,388.81,12.94,54.27,124.65,6.68,83.1,51.35,74.69,51.82,350.91,Amla
101.17,395.02,15.02,59.02,112.04,7.28,85.76,59.32,68.84,48.87,400.81,Amla
94.6,408.93,11.17,51.88,113.82,6.95,100.2,50.81,83.74,51.41,529.46,Mango
65.53,405.24,15.88,54.29,112.53,6.03,59.99,46.48,60.59,43.69,183.94,Drumstick
95.65,405.68,10.79,54.13,117.56,6.8,83.47,54.82,69.45,42.25,415.02,Amla
127.84,409.35,11.42,63.48,120.28,7.05,84.88,54.5,61.96,52.96,350.02,Amla
102.77,410.71,11.52,48.07,117.33,7,84.31,56.7,63.13,61.44,438.76,Jamun
119.71,417.13,16.7,64.62,115.86,6.78,79.56,47.59,80.32,47.79,477.31,Mango
116.9,418.31,12.44,58.55,120.62,6.12,62.45,45.11,49.02,46.05,184,Drumstick
129.01,399.24,17.21,53.69,113.47,6.83,78.15,56.18,66.47,49.68,318.65,Amla
112.01,425.45,9.08,58.87,111.19,6.52,69.48,37.59,35.49,32.77,325.88,Neem
101.27,427.74,13.3,56.67,116.86,6.08,54.52,49.02,59.53,53.48,166.82,Drumstick
107.01,425.65,11.92,58.86,114.77,6.98,93.14,51.59,79.09,55.18,591.04,Mango
84.58,410.51,15.2,64.09,112.27,5.91,63.26,42.41,56.47,43.21,194.61,Drumstick
107.15,432.25,14.3,54.72,118.41,6.72,90.21,64.6,60.32,53.72,368.97,Jamun
109.08,426.62,13.5,55.46,121.41,7.14,80.89,53.24,70.39,41.4,321.42,Amla
105.54,432.27,13.6,58.92,122.64,7.35,83.65,55.5,55.28,50.14,344.96,Amla
105.51,428.17,11.79,51.38,118.76,7.04,75.6,29.11,41.5,37.84,320.59,Neem
128.98,415.96,14.17,55.92,117.28,6.45,64.49,51.75,64.24,61.72,342.16,Amla
118.31,409.92,14.58,52.85,106.08,6.51,107.9,56.86,80.57,58.38,461.1,Mango
97.62,423.95,6.81,53.3,119.86,7.47,62.38,46.19,42.64,46.03,297.62,Neem
101.03,414.28,12.67,54.51,119.58,6.47,84.43,35.74,35.5,39,272.66,Neem
78.34,404.77,13.72,58.01,116.85,6.15,53.94,49.98,50.32,49.92,189.81,Drumstick
109.52,406.11,16.11,52.73,116.58,7.05,81.76,48.41,62.87,47.76,362.78,Amla
92.45,420.49,9.65,60.78,118.23,7.16,62.5,36.57,36.55,51.69,335.33,Neem
102.93,408.94,11.11,48.4,118.05,6.89,88.06,59.5,59.2,57.61,430.1,Jamun
79.54,415.34,12.04,56.01,112.6,6.87,103.32,52.76,82.36,56.72,505.2,Mango
84.33,416.02,11.83,59.85,111.46,6.44,99.57,52.21,77.2,51.46,523.83,Mango
81.05,424.68,6.45,54.04,110.51,7.07,66.17,52.49,61.91,49.55,384.35,Amla
135.1,409.9,12.74,44.32,116.09,6.83,74.32,61.95,67.62,42.42,401.19,Amla
110.26,421.9,16.53,48.08,115.02,6.7,72.01,45.57,37.53,45.64,358.87,Neem
92.41,418.57,9.68,48.69,111.9,6.79,85.35,68.74,63.7,56.09,383.01,Jamun
102.5,416.85,11.01,55.1,124.32,7.07,101.67,54.8,81.35,52.65,462.59,Mango
116.24,426.22,10.35,52.46,118.72,5.95,81.37,63.8,67.4,55.81,421.36,Jamun
112.88,414.96,13.19,60.26,120.93,5.55,60.25,52.57,61.48,47.54,194.79,Drumstick
137.76,427.17,10.78,56.39,116.72,6.84,84.45,59.43,69.79,62.63,372.29,Amla
59.24,405.04,14.56,61.78,122.15,7.19,105.33,46.39,76.14,54.93,414.64,Mango
74.85,415.04,10.67,51.41,110.17,7.05,79.26,50.1,71.82,45.77,341.87,Amla
130.52,401.35,12.8,52.78,121.37,7.02,83.14,62.19,67.64,52.78,384.57,Jamun
128.42,398.19,18,52.97,115.53,7.05,80.13,35.88,46.85,33.95,292.17,Neem
81.59,417.67,7,48.2,116.06,6.81,73.42,53.37,66.34,51.04,336.45,Amla
93.63,405.59,6.54,62.11,125.02,6.97,76.96,56.95,62.71,49.63,264.69,Amla
117.86,410.97,9.86,48.28,116.09,7.28,92.05,58.62,67.53,50.99,309.65,Amla
76.24,409.9,10.3,51.62,113.7,7.91,73.9,46.25,59.97,43.41,342.79,Amla
111.9,395.22,17.09,48.2,115.7,7.16,86.44,53.44,69.57,56.68,314.49,Amla
127.48,414.41,17.08,58.75,109.71,5.74,55.6,46.51,64.4,47.31,184,Drumstick
62.07,406.45,14.36,54.36,117.11,6.04,56.73,49.22,54.77,37.5,207.32,Drumstick
157.34,413.47,13.99,44.47,119.92,7.17,87.87,35.92,35.58,44.12,290.15,Neem
83.78,424.92,8.26,53.45,118.71,7.66,68.94,39.98,40.31,47.35,328.2,Neem
102.36,397.57,14.5,53.59,121.64,7.14,78.93,46.39,40.34,46.17,290.35,Neem
107.71,408.38,10.51,53.65,120.99,6.97,105.07,48.87,75.74,53.18,480.45,Mango
67.2,393.02,7.69,52.93,121.45,7.43,81.8,50.63,67.87,46.58,384.82,Amla
94.72,416.37,10.78,52.84,114.27,6.58,98.17,73.63,55.61,56.47,320.93,Jamun
88.97,420.26,11.97,49.8,111.34,6.76,98.9,69.01,61.58,60.31,450.65,Jamun
101.92,418.5,7.81,42.65,118.48,6.89,97.72,39.65,80.24,48.84,419.12,Mango
109.8,430.37,11.77,52.6,110.91,5.78,58.19,51.29,59.94,49.14,171.25,Drumstick
97.06,419.01,14.78,59.03,114.87,5.45,74.87,51.8,49.44,46.66,181.49,Drumstick
86.33,425.93,9.92,65.83,112.61,7.13,69.15,46.99,40.07,37.99,349.6,Neem
86.96,414.73,13.15,64.14,116.39,5.86,49.52,44.01,55.68,40.54,207.61,Drumstick
104.46,405.16,13.65,50.04,120.11,6.4,62.68,40.57,54.32,43.22,211.43,Drumstick
95.09,404.1,13.91,49.51,117.26,6.56,103.09,50.48,88.07,52.84,545.05,Mango
116.96,434.11,11.95,43.27,117.95,6.13,59.6,43.71,64.56,50.85,185.29,Drumstick
118.23,422.58,11.91,49.22,115.69,6.45,104.78,48.65,54.47,64.78,401.8,Jamun
83.23,419.91,9.41,58.61,120.34,6.75,97.35,64.32,54.11,54.87,399.41,Jamun
108.47,418.7,8.98,52.59,123.48,6.72,85.16,48.1,75.5,56.66,528.74,Mango
115.82,439.13,10.18,53.83,121.7,7.55,109.45,36.6,84.75,58.45,578.43,Mango
95.14,433.9,11.57,51.97,119.41,7.45,69.09,42.78,33.87,39.35,220.81,Neem
132.62,417.37,11.22,51.68,116.69,6.44,97.86,58.86,70.93,63.37,349.23,Jamun
86.15,414.59,8.59,46.76,117.24,7,68.73,39.11,39.05,40.16,286.51,Neem
96.17,399.46,11.46,55.14,107.78,6.73,71.46,42.13,55.72,43.48,219.76,Drumstick
96.93,428.95,12.39,50.77,120.61,6.72,75.32,38.65,34.32,43.46,267.21,Neem
103.59,406.09,10.53,58.3,114.24,7.15,59.12,37.8,44.99,32.32,342.18,Neem
85.73,436.31,10.22,54.12,110.03,6,62.6,43.2,49.79,40.31,157.15,Drumstick
83.66,398.75,9.99,60.85,118.64,6.24,97.63,69.67,57.15,60.07,388.02,Jamun
120.82,412.46,8.9,57.98,120.74,7.14,67.05,66.79,67.92,43.35,400.89,Amla
81.61,411.46,11.67,50.39,108.35,6.48,96.17,50.8,74.58,60.75,531.93,Mango
74.74,422.81,7.58,53.32,108.77,7.34,74.22,53.78,63.33,60.95,386.54,Amla
145.84,423.81,16.42,49.83,115.21,6.26,90.46,55.28,62.64,54.58,362.55,Jamun
113.28,408.78,9.23,55.31,113.98,5.7,68.18,45.92,57.17,42.69,198.19,Drumstick
101.47,423.72,14.65,56.66,119.17,6.77,77.76,58.76,71.01,52.29,423.19,Amla
104.72,412.64,14.11,64.77,118.06,6.78,77.88,46.36,40.92,38.53,358.28,Neem
77.87,418.9,9.15,52.57,108.48,7.07,93.96,45.65,88.43,51.92,457.17,Mango
70.42,419.58,6.58,48.44,114.02,6.6,84.93,46.15,83.55,51.44,434.38,Mango
101.02,422.03,14.42,56.14,110.6,7.23,71.26,62.1,68.25,53.02,367.3,Amla
128.37,406.22,11.11,53.7,114.45,6.97,63.13,37.4,44.26,46.39,314.39,Neem
125.43,412.37,12.75,51.65,107.98,7.04,102.02,44.74,80.03,53.31,473.5,Mango
44.03,414.75,11.38,67.87,118.25,7.03,83.65,59.67,66.73,54.27,319.22,Amla
74.41,419.63,13.49,52.43,123.6,6.84,115.04,56.29,77.56,49.91,506.42,Mango
121.22,413.99,8.59,59.54,119.29,6.65,83.35,62.85,62.05,61.9,436.3,Jamun
83.76,411.91,12.17,59.13,126.12,6.94,90.36,51.75,58.77,56.91,335.85,Amla
125.05,425.75,9.93,50.84,111.55,6.4,63.51,34.74,48.81,34.92,301.55,Neem
73.91,409.97,6.19,58.32,116.94,6.95,91.46,47.93,77.94,50.52,606.17,Mango
71.25,398.2,6.69,56.57,124.1,6.52,60.79,50.26,52.01,42.27,200.29,Drumstick
116.84,428.93,12.31,53.84,117.06,7.04,67.71,43.72,49.73,40.08,308.09,Neem
81.75,419.07,7.99,55.13,115.63,6.67,94.6,59.76,58.93,63.25,363.64,Jamun
115.59,400.23,9.27,49.89,122.95,6.54,97.93,51,87.95,54.37,550.38,Mango
118.45,417.9,18.9,51.62,116.61,6.88,79.49,56.32,69.23,41.85,316.89,Amla
120.71,416.69,7.33,56.72,119.18,6.81,54.21,44.34,37.14,38.88,250.89,Neem
103.81,438.08,11.21,60.29,110.67,6.58,108.21,45.64,79.27,52.27,428.76,Mango
95.53,403.82,13.74,54.59,118.17,6.53,76.05,35.61,26.57,42.32,289.91,Neem
126.29,399.86,13.43,60.35,112.52,6.96,69.21,45.82,41.36,44.73,320.01,Neem
73.58,407.39,8.53,56.05,119.59,6.21,96.45,61.63,60.48,56.95,434.84,Jamun
95.04,403.52,15.58,49.1,117.71,6.23,98.27,66.74,68.57,64.1,344.67,Jamun
112.04,411.21,14.16,55.17,118.02,6.61,55.29,41.14,56.37,47.39,235.65,Drumstick
112.1,401.62,12.12,49.58,113.18,5.57,52.26,47.55,59.86,46.62,190.54,Drumstick
104.44,420.91,13.05,46.2,113,6.19,71.27,49.08,43.19,44.04,207.8,Drumstick
117.63,395.8,12,61,112.38,6.57,109.36,40.24,89.09,52.78,554.75,Mango
82.77,429.44,10.62,57.72,113.22,6.59,85.65,53.26,77.96,48.48,528.82,Mango
92.78,404.83,11.75,56.77,118.55,6.65,95.95,51.39,77.79,51.08,513.29,Mango
138.5,423.12,9.5,59.81,120.35,7.02,77.48,30.47,40.14,43.51,286.6,Neem
117.39,408.65,16.91,58.96,128.93,6.54,96.33,51.66,77.32,52.65,401.96,Mango
144.63,417.19,11.74,57.22,120.84,6.41,114.17,48.48,75.73,45.82,387.04,Mango
134.72,409.16,12.23,52.85,114.93,7.08,93.42,54.1,81.18,47.57,457.62,Mango
116.12,405.63,14.51,49.39,115.4,7.17,76.66,49.31,62.85,53.82,306.43,Amla
114.17,422.51,13.56,58.94,108.51,6.52,85.94,48.2,81.58,59.51,520.09,Mango
54.92,421.37,13.9,55.32,118.23,6.19,83.55,60.13,57.74,61.58,384.33,Jamun
115.78,414.7,12.64,51.92,121.18,6.8,70.79,44.73,40.92,38.05,320.62,Neem
67.89,399.34,15.39,49.72,113.38,7.23,86.86,39.6,46.63,36.02,337.85,Neem
82.01,405.01,14.48,56.47,125.81,6.41,80.31,60.42,58.98,56.68,452.41,Jamun
74.51,405.53,7,42.15,114.08,6.97,93.12,53.5,61.12,60.52,489.99,Jamun
84.64,422.69,17.11,44.27,111.2,7.64,82.54,46.19,76.4,61.78,316.29,Amla
72.49,408.45,11.34,51.56,113.85,7.22,77.4,59.29,63.67,53.76,285.48,Amla
111.59,398.13,12.34,57.72,123.07,6.62,87.54,50.35,84.76,53.84,415.1,Mango
125.9,428.38,16.46,48.32,115.19,6.26,65.66,48.83,55.85,39.96,192.79,Drumstick
137.69,413.02,15.36,59.48,110.06,6.89,86.2,49.48,79.77,61.34,567.96,Mango
97.12,409.11,12.65,56.44,121.37,7,112.79,42.49,78.56,51.79,431.49,Mango
93.68,409.02,13.84,59.86,116.92,6.52,59.14,46.81,44.02,49.13,237.28,Drumstick
77.66,415.41,14.93,50.16,120.33,5.97,59.72,46.64,64.27,46.79,194.78,Drumstick
95.93,399.32,13.22,63.99,116.36,6.77,101.7,51.56,74.7,53.55,596.76,Mango
111.63,433.19,8.2,44.77,115.46,6.68,97.92,57.76,58.32,49.06,344.4,Amla
93.34,414.45,11.54,58.3,120.64,6.14,53.1,38.84,53.86,30.14,185.24,Drumstick
93.95,413.51,9.6,45.71,114.94,6.58,94,51.93,71,59.76,510.69,Mango
108.68,415.08,10.93,51.42,114.75,7.17,65.07,31.59,27.98,35.9,321,Neem
88.7,412.37,9.32,47,114.99,7.26,66.78,38.15,37.46,45.24,281.21,Neem
111.22,418.31,12.12,46.75,119.02,6.69,84.85,66.77,54.9,69.36,379.54,Jamun
84.24,404.12,15.15,47.77,112.73,6.88,58.06,44.73,51.46,42.76,184.93,Drumstick
88.89,406.17,9.97,46.74,117.92,6.84,77.16,34.62,31.95,36.53,322.69,Neem
117.91,417.93,7.08,53.51,113.7,6.69,82.55,52.37,66.33,48.39,278.63,Amla
100.3,418.81,4.77,51.34,122.52,6.48,94.44,53.74,61.55,57.38,344.59,Jamun
80.46,413.36,5.89,62.15,122.18,7.61,84.44,37.74,43.81,39.08,289.36,Neem
110.38,415.37,13.31,52.59,117.55,5.68,69.34,43.71,58.33,49.61,211.18,Drumstick
98.87,433.32,15.55,56.67,118.76,6.11,82.34,49.42,53.8,60.58,393.4,Jamun
102.6,419.94,12.7,58.85,118.43,7.17,67.54,42.37,38.66,38.29,235.73,Neem
60.99,414.48,2.32,56.07,121.42,7.16,90.1,54.39,61.62,67.84,420.68,Jamun
95.26,423.73,9.62,53.12,120.92,7.48,88.39,53.55,66.7,50.61,364.86,Amla
107.65,417.23,5.14,58.06,121.56,6.6,112.22,60.04,60.83,67.69,413.29,Jamun
110.41,422.26,10.61,52.15,114.17,6.45,108.03,59.25,58.59,57.41,387.17,Jamun
112.8,423.15,11.03,60.95,120.8,6.88,81.26,51.38,76.87,39.46,313.34,Amla
105.01,413.24,11.82,63.86,118.34,6.81,77.92,49.09,79.74,54.29,399.09,Mango
67.72,421.98,15.11,63.01,108.4,7.1,63.62,38,37.6,42.6,310.02,Neem
100.52,422.52,14.08,56.12,110.96,6.74,110.51,61.52,61.51,55.56,376.34,Jamun
98.58,422.63,14.31,50.19,116.7,7.29,65.79,38.45,40.17,39.26,279.47,Neem
97.37,412.03,6.81,58.72,125.07,6.6,67.34,35.73,32.43,34.58,321.18,Neem
87.6,429.71,11.25,53.9,120.07,6.26,80.17,61.52,54.27,58.68,441.11,Jamun
121.85,397.76,14.3,55.35,109.57,6.97,70.9,37.87,37.5,33.86,306.43,Neem
109.18,414.34,11.52,53.38,117.68,6.11,98.33,68.77,65.57,52.05,494.15,Jamun
108.4,428.69,9.35,51.29,109.49,6.93,87.94,55.4,60.59,47.6,313.99,Amla
101.11,427.29,13.57,55.9,117.07,6.88,61.22,54.28,73.66,44.72,304.75,Amla
50.06,412.89,13.66,47.75,112.79,6.94,74.52,40.26,47.22,35.23,280.07,Neem
95.99,403.72,11.38,61.25,112.42,5.75,52.83,51.57,54.61,40.38,203.81,Drumstick
96.47,403.5,11.39,55.13,118.43,7.01,61.39,46.66,34.28,37.31,325.52,Neem
112.66,416.94,11.58,58.89,106.93,6.64,86,49.92,83.35,53.41,495.62,Mango
87.23,402.25,16.04,51.13,121.43,5.68,59.08,41.95,49.47,41.42,216.11,Drumstick
94.43,408.51,8.08,49.36,121.28,6.93,78.49,62.39,70.86,56.61,398.7,Amla
67.49,404.38,15.58,50.49,110.17,6.06,53.31,44.37,57.99,37.78,219.42,Drumstick
107.09,432.1,8.48,57.3,111.75,6.86,72.66,59.8,68.34,52.61,354.11,Amla
101.55,402.94,11.67,55.72,117.27,6.23,58.12,43.37,57.32,47.73,159.99,Drumstick
95.68,399.15,18.71,47.58,115.53,6.05,84.17,62.99,50.52,60.39,426.46,Jamun
91.03,411.65,10.83,52.95,114.59,6.1,49.9,53.25,57.11,40.34,179.35,Drumstick
74.12,420.93,9.41,56.96,120.62,6.41,91.64,55.58,63,61.16,387.27,Jamun
146.36,414,13.98,44.75,122.42,6.52,88.07,62.91,56.92,63.07,379.88,Jamun
123.93,407.91,11.43,59.59,121.55,6.73,100.43,42.76,83.91,54.19,557.61,Mango
86.15,414.14,14.09,49.7,117.84,6.55,101.74,53.79,78.94,55.44,518.78,Mango
108.51,423.36,10.19,51.58,110.76,5.74,62.55,52.51,63.58,56.88,206.68,Drumstick
85.49,419.33,12.32,58.37,115.4,6.54,105.43,56.12,54.24,64.16,449.82,Jamun
108.49,406.75,11.3,52.42,110.83,7.39,81.01,61.94,66.23,56.76,393.72,Amla
95.78,411.02,8.25,52.16,110.55,6.84,104.42,54.13,82.51,63.65,491.39,Mango
74.61,416.19,12.13,53.98,123.73,7.05,77.7,58.01,62.29,57.61,358.12,Amla
83.63,424.11,9.42,60.57,118.04,6.4,83.65,64.51,66.8,56.63,453.91,Jamun
109.37,416.11,9.9,57.57,115.97,6.79,67.29,39.82,43.37,36.93,246.84,Neem
112.02,426.65,12.38,51.97,122.08,6.46,95.97,57.92,66.39,54.53,330.13,Jamun
116.54,435.9,13.47,53.08,121.61,6.74,96.7,45.66,74.8,53.08,482.18,Mango
72.14,413.66,10.85,51.21,117.93,7.46,85.06,57.94,71.25,44.25,325.07,Amla
70.19,408.15,11.5,51.76,116.43,7.21,63.25,37.34,45.98,35.23,307.43,Neem
108.5,428.99,10.25,50.93,125.45,6.24,78.11,46.7,60.18,40.56,248.2,Drumstick
140.16,397.61,10.34,50.91,121.11,7.26,56.39,45.04,31.09,48.05,293.15,Neem
60.41,433.56,15.76,60.95,110.85,7.01,109.03,50.66,70.67,45.31,560.54,Mango
129.56,400.56,17.04,60.51,113.36,6.88,91.93,51.72,81.95,52.79,545.91,Mango
