AQI,CO2_Level_ppm,NO2_Level_ppm,PM2_5_ug_m3,PM10_ug_m3,VOC_Level_ppm,pH_Level,Nitrogen_mg_kg,Phosphorus_mg_kg,Potassium_mg_kg,Moisture_Level_%,Organic_Matter_%,Plot_Area_m2,Plant_Type
144.51,739.01,58.41,38.04,39.51,1.74,5.72,65.47,42.23,40.24,52.13,1.53,65.34,Bonsai
154.67,786.44,40.94,32.84,46.1,2.29,5.13,82.87,61.35,68.89,40.29,1.4,220.12,Orchid
151.47,847.07,37.8,28.44,34.32,1.9,7.26,147.09,76.0,80.21,78.38,4.31,432.55,Ficus
156.16,897.71,60.07,37.84,38.45,2.4,6.59,158.76,75.82,82.46,74.23,4.24,420.15,Ficus
155.62,770.12,65.09,42.24,36.83,2.21,6.9,148.06,81.38,75.17,65.7,4.13,521.81,Ficus
153.7,762.09,62.81,37.46,41.47,2.44,6.75,141.87,81.67,74.3,69.43,4.41,517.65,Ficus
152.2,699.54,56.66,35.31,37.53,3.18,5.1,90.58,54.02,60.66,48.27,2.26,188.1,Orchid
141.31,902.1,46.96,32.05,37.76,2.7,5.68,87.9,60.94,62.61,46.27,2.18,221.11,Orchid
124.18,768.17,58.9,32.78,32.51,2.72,5.57,71.37,44.25,36.13,48.94,1.47,56.84,Bonsai
159.16,813.69,56.22,41.15,42.34,2.16,5.62,86.87,58.98,51.83,46.42,1.69,161.03,Orchid
158.98,872.62,48.56,33.69,32.31,3.21,5.58,90.31,64.82,61.27,36.85,1.75,235.44,Orchid
139.04,712.55,61.15,42.97,37.71,2.51,5.81,86.26,59.28,63.9,40.15,2.13,205.61,Orchid
128.82,765.47,64.97,36.68,41.66,2.39,6.97,161.32,85.44,76.27,71.6,3.6,545.46,Ficus
144.6,769.66,47.22,32.48,37.82,2.75,7.01,151.62,83.74,76.41,75.74,4.29,551.76,Ficus
133.9,860.64,60.28,31.07,33.49,3.16,6.2,69.43,41.36,38.6,47.7,1.82,49.77,Bonsai
140.65,811.26,49.79,43.03,47.46,3.24,6.7,146.32,75.89,80.9,71.89,3.97,462.93,Ficus
155.38,770.15,50.01,27.78,50.11,2.89,6.11,146.28,77.54,84.8,67.89,4.11,462.85,Ficus
169.71,810.64,65.68,45.22,39.86,2.47,6.39,145.18,80.32,72.79,73.05,3.77,660.77,Ficus
169.29,821.38,44.74,32.22,37.99,2.25,6.5,52.83,39.3,35.53,42.55,1.59,46.86,Bonsai
126.43,808.6,23.46,32.2,31.98,1.9,5.42,90.41,54.3,64.03,31.27,1.45,196.1,Orchid
170.91,751.32,58.94,30.19,31.92,2.47,5.86,52.78,32.77,44.71,54.31,1.47,65.27,Bonsai
157.01,853.26,49.75,39.46,38.77,2.8,6.79,153.18,79.09,80.18,67.23,4.91,521.49,Ficus
151.88,760.16,49.67,33.7,31.89,2.49,7.94,27.76,19.62,21.91,18.03,0.59,272.89,Succulent
147.89,820.22,55.68,30.45,42.21,2.2,5.2,91.84,56.58,62.5,44.43,1.99,238.25,Orchid
113.3,775.81,61.86,43.64,51.24,2.25,5.38,104.88,63.47,55.88,38.25,2.03,187.16,Orchid
176.33,796.57,43.96,37.76,40.61,2.85,5.35,62.4,37.84,44.88,53.43,1.17,47.0,Bonsai
178.51,724.95,51.32,30.71,36.32,2.87,8.01,28.62,19.37,19.07,21.29,0.5,272.6,Succulent
137.62,775.1,51.87,36.33,34.28,2.96,8.18,22.41,16.83,20.3,11.58,0.79,289.8,Succulent
131.92,850.64,53.44,38.34,50.07,2.56,5.4,87.19,66.03,53.08,35.55,1.44,200.07,Orchid
181.34,801.21,64.26,35.65,32.44,2.92,6.17,54.18,45.74,40.23,50.16,1.46,46.67,Bonsai
176.34,860.81,63.67,35.4,36.42,2.82,5.47,93.04,64.8,62.77,34.38,1.98,191.12,Orchid
168.31,774.59,58.6,33.45,30.08,2.02,7.24,163.73,80.57,83.38,64.67,3.61,496.45,Ficus
167.9,713.51,47.8,38.86,47.81,2.02,6.37,64.23,46.03,37.18,49.6,1.55,43.05,Bonsai
148.56,811.1,50.21,38.58,31.11,3.4,5.74,52.8,39.0,42.24,45.44,2.01,40.82,Bonsai
164.56,633.83,42.25,38.76,40.39,2.77,5.3,95.55,60.98,53.61,49.99,2.02,177.63,Orchid
123.98,837.66,37.45,29.22,37.82,2.48,5.94,95.8,67.43,57.26,38.9,2.05,181.62,Orchid
173.68,904.65,55.45,42.75,27.83,1.45,8.14,24.13,19.84,13.46,22.27,0.4,316.77,Succulent
160.98,760.81,62.76,37.23,42.7,2.03,5.79,54.49,51.69,47.58,55.89,2.37,41.31,Bonsai
115.67,873.84,52.15,37.55,34.48,2.78,5.81,98.65,63.12,65.79,46.91,2.03,183.43,Orchid
173.93,761.52,27.45,38.8,41.74,2.1,5.72,60.08,34.48,41.97,43.83,1.5,58.19,Bonsai
129.54,801.72,50.15,36.61,36.6,2.62,7.1,155.51,82.36,81.72,76.45,4.05,474.08,Ficus
155.85,809.81,50.42,34.46,37.07,2.17,4.66,88.19,57.86,61.63,37.76,1.82,198.7,Orchid
153.2,807.87,56.81,33.76,34.12,2.57,6.28,40.49,28.85,38.63,52.45,1.8,50.37,Bonsai
189.49,733.47,58.8,42.24,51.01,2.15,5.27,100.65,58.05,66.06,42.47,2.0,179.05,Orchid
165.17,732.93,29.54,33.06,39.56,2.27,5.53,89.28,59.52,71.65,42.35,2.15,188.13,Orchid
148.33,797.72,39.08,35.21,37.63,2.59,5.95,50.38,45.36,42.85,54.78,1.88,47.32,Bonsai
158.11,752.59,41.87,38.14,46.39,2.44,5.98,60.85,38.28,37.2,54.04,1.77,44.28,Bonsai
128.4,756.82,71.51,44.65,43.17,2.58,8.19,24.55,18.64,22.61,23.85,0.24,278.0,Succulent
174.14,729.74,44.01,35.33,38.59,3.09,5.9,95.14,52.16,63.43,43.72,2.56,238.77,Orchid
152.5,809.26,46.69,35.7,48.32,2.95,7.05,159.6,81.35,77.65,79.57,3.63,484.48,Ficus
156.86,793.09,52.32,33.34,46.68,2.81,5.39,61.42,41.84,37.63,52.75,1.76,41.1,Bonsai
159.43,839.45,67.26,35.96,43.46,2.72,6.99,172.32,81.03,79.82,79.66,4.0,515.81,Ficus
184.81,862.38,51.32,40.37,43.64,2.62,8.14,36.63,22.84,23.07,23.91,0.49,275.67,Succulent
109.24,750.21,58.52,42.38,46.15,3.14,7.16,142.77,76.14,79.93,73.48,3.15,548.9,Ficus
126.64,776.99,40.07,39.23,40.27,2.04,8.01,28.9,24.85,19.99,26.23,0.78,316.17,Succulent
152.17,818.99,64.44,34.61,45.84,2.67,6.98,169.31,81.39,87.47,71.85,4.21,647.83,Ficus
152.97,869.98,42.28,36.21,42.55,1.79,7.3,129.32,73.78,88.42,64.96,3.99,522.34,Ficus
166.74,818.58,63.17,38.07,30.37,2.84,6.17,70.33,47.06,35.34,47.85,1.46,54.39,Bonsai
134.15,851.13,55.91,39.74,37.89,3.06,8.17,23.9,11.81,21.85,24.95,0.61,282.51,Succulent
122.96,746.02,48.27,41.65,43.44,2.44,5.79,56.8,33.99,43.52,46.43,1.71,67.72,Bonsai
148.09,747.04,44.5,38.61,42.54,2.47,8.7,28.28,22.16,16.63,22.8,0.32,282.32,Succulent
158.59,735.02,31.13,33.88,37.05,2.95,6.48,47.61,41.66,26.69,55.01,1.23,48.57,Bonsai
169.42,807.99,38.74,37.49,40.13,2.57,5.69,88.71,60.84,63.1,38.47,1.71,199.68,Orchid
155.67,863.77,37.32,33.83,39.91,2.35,6.8,153.27,69.6,81.77,66.53,3.83,509.9,Ficus
135.49,785.17,47.15,30.39,36.53,2.46,7.0,151.01,79.97,76.59,63.67,4.01,474.41,Ficus
150.32,823.37,52.76,40.7,35.27,1.9,5.36,100.63,59.02,53.82,38.92,2.41,179.0,Orchid
147.84,807.13,53.53,36.74,47.69,2.73,8.24,27.36,18.41,12.94,20.71,0.46,321.89,Succulent
115.13,841.66,48.38,40.64,42.39,3.06,6.38,60.55,46.17,36.1,48.39,1.53,61.65,Bonsai
157.71,766.9,45.04,34.25,44.99,2.78,7.15,147.75,75.74,78.18,68.63,3.8,426.64,Ficus
137.22,654.65,55.18,30.62,44.98,1.89,6.73,137.11,73.08,77.31,68.83,3.53,538.59,Ficus
128.05,863.72,47.9,39.2,44.6,2.63,8.11,33.76,15.19,13.45,24.6,0.7,354.5,Succulent
166.53,820.66,69.63,33.54,33.95,2.54,5.44,84.69,60.89,66.55,40.04,1.88,178.99,Orchid
151.92,817.49,36.05,23.25,42.48,2.65,6.93,129.3,80.24,73.84,77.89,3.19,476.64,Ficus
171.47,747.51,59.11,34.04,40.09,1.51,5.89,78.79,54.21,63.93,39.09,2.36,214.75,Orchid
164.59,781.93,50.56,49.49,45.96,3.03,5.94,61.47,43.9,43.77,50.16,0.97,51.97,Bonsai
118.54,686.14,54.14,33.5,37.51,2.9,8.26,36.24,15.93,21.0,15.08,0.35,313.51,Succulent
137.52,731.94,57.15,32.33,32.74,2.0,6.06,41.76,49.56,33.51,51.09,1.22,60.83,Bonsai
106.71,802.68,37.88,44.77,51.38,3.21,7.97,31.44,18.31,25.04,12.27,0.48,313.75,Succulent
161.23,799.27,35.84,35.7,43.82,3.39,6.26,75.38,59.68,50.83,47.18,1.68,202.87,Orchid
171.86,765.37,72.85,31.61,42.15,2.45,6.42,60.11,37.99,40.65,58.27,1.24,37.8,Bonsai
150.66,862.16,43.04,34.4,46.16,2.33,5.99,62.8,41.76,35.91,51.21,1.5,68.89,Bonsai
200.48,778.26,47.43,32.8,31.12,3.95,8.36,28.88,21.02,21.5,22.32,1.14,346.54,Succulent
161.28,799.05,54.49,30.11,44.82,2.36,8.06,34.0,18.69,25.92,17.47,0.43,304.11,Succulent
145.09,745.52,56.37,30.11,41.26,2.11,7.09,150.97,88.07,77.84,75.86,4.45,414.75,Ficus
149.73,802.72,43.07,40.66,43.79,3.08,7.66,28.82,21.86,17.63,21.2,0.07,339.14,Succulent
130.82,814.31,39.16,26.55,28.25,2.73,7.62,30.31,19.93,13.65,15.86,0.51,239.47,Succulent
166.31,792.83,65.2,29.26,42.51,1.99,6.78,52.44,30.47,40.13,45.1,1.88,76.1,Bonsai
158.72,778.2,46.61,22.71,36.17,2.41,5.97,64.36,36.07,38.21,57.21,1.4,46.34,Bonsai
170.27,846.18,62.91,21.81,39.41,1.94,8.22,30.96,20.3,19.72,19.14,0.36,287.7,Succulent
165.82,920.63,43.92,34.43,45.7,3.75,7.28,123.2,84.75,83.45,65.86,4.78,486.31,Ficus
149.26,738.58,46.44,29.91,40.83,2.46,6.84,148.71,79.15,81.69,67.5,4.23,347.23,Ficus
187.81,792.8,45.13,38.41,47.47,2.44,6.17,50.2,39.35,38.73,36.8,0.98,35.49,Bonsai
153.85,851.31,51.7,33.99,33.85,2.07,5.1,98.64,67.54,59.65,40.86,1.77,240.06,Orchid
149.19,743.22,34.73,36.24,39.94,2.42,5.95,58.47,40.16,41.71,47.75,0.97,46.08,Bonsai
131.17,739.12,27.59,35.01,31.97,2.47,7.52,25.53,19.24,18.58,18.39,0.36,294.64,Succulent
153.72,891.61,43.26,28.27,29.52,2.0,7.93,30.19,17.26,21.23,20.17,0.41,246.76,Succulent
167.77,822.51,52.17,42.26,43.49,2.33,8.12,31.65,16.29,19.68,19.25,0.77,337.49,Succulent
144.5,743.96,68.44,31.16,41.9,2.75,5.29,57.1,43.23,45.07,54.63,1.75,57.51,Bonsai
132.18,775.46,57.79,33.24,42.52,1.82,5.87,67.98,32.32,43.38,57.03,1.75,43.1,Bonsai
154.75,822.38,45.69,36.48,50.86,3.3,8.39,31.05,17.09,24.31,14.76,0.18,302.63,Succulent
145.52,763.68,35.42,34.0,38.16,2.81,8.04,31.67,20.11,28.27,23.19,0.1,311.47,Succulent
131.61,782.3,48.89,30.99,32.35,1.97,6.89,151.61,74.58,85.75,71.6,4.32,574.43,Ficus
126.35,898.81,54.22,38.91,42.39,2.57,7.94,41.88,21.35,19.22,33.6,0.23,264.55,Succulent
151.05,918.11,49.51,40.85,39.39,2.52,5.51,80.17,59.7,51.43,43.61,2.42,222.58,Orchid
143.93,716.15,63.75,37.48,39.88,2.94,5.68,91.18,55.12,65.41,48.6,0.98,214.23,Orchid
177.27,769.35,53.27,35.85,33.75,3.13,5.6,89.42,59.83,67.09,41.5,1.8,179.63,Orchid
149.89,782.14,49.49,37.85,37.84,2.28,8.19,36.51,19.35,17.48,21.61,0.75,306.74,Succulent
167.91,755.55,46.2,37.25,42.36,2.05,5.17,115.33,56.27,68.71,41.37,2.11,192.96,Orchid
145.29,835.11,70.74,37.06,36.36,2.99,6.38,61.48,38.53,29.65,59.71,1.96,59.59,Bonsai
127.87,819.52,40.49,33.17,32.48,2.94,6.82,141.29,88.43,76.92,66.26,3.57,549.0,Ficus
146.75,776.19,58.09,34.2,34.53,2.66,8.0,25.8,17.55,25.95,18.8,0.44,357.48,Succulent
140.94,839.04,48.46,40.05,41.89,2.29,7.4,25.07,21.42,14.77,14.37,0.41,314.29,Succulent
157.97,732.08,49.64,34.85,50.9,1.99,5.88,95.58,57.53,68.58,42.45,1.63,195.12,Orchid
148.41,750.5,21.67,32.79,41.32,3.25,6.55,144.54,82.33,72.26,71.12,4.15,457.27,Ficus
143.31,751.39,44.79,39.17,35.38,2.75,4.81,90.3,55.06,57.62,44.41,1.77,201.58,Orchid
132.45,785.09,48.61,33.45,39.44,2.07,5.84,66.81,46.39,37.91,52.4,1.2,40.57,Bonsai
175.43,786.83,52.51,32.25,31.98,2.9,7.06,139.49,80.03,78.31,73.47,3.73,511.07,Ficus
179.12,787.36,45.77,37.92,43.29,2.5,5.45,91.5,66.07,55.09,39.66,1.99,218.83,Orchid
124.41,823.16,54.96,33.03,47.6,2.57,7.45,162.59,77.56,74.91,73.92,4.06,424.02,Ficus
136.14,741.1,39.21,33.11,35.38,2.46,7.01,145.29,79.69,81.74,61.89,3.9,479.15,Ficus
153.21,845.8,48.76,35.45,39.88,1.94,5.91,67.34,38.49,46.23,40.34,1.32,64.91,Bonsai
126.16,897.0,69.59,28.94,45.08,2.23,8.28,33.72,20.24,16.27,22.57,0.5,233.91,Succulent
148.58,848.57,51.55,36.01,51.42,3.14,8.43,28.1,22.33,20.83,20.56,0.78,301.4,Succulent
159.96,816.58,52.45,38.64,46.78,2.36,5.78,77.49,55.81,52.3,44.3,2.05,226.83,Orchid
163.37,808.46,49.42,28.97,48.21,2.49,6.1,70.51,32.94,32.16,35.24,1.69,51.86,Bonsai
177.85,805.19,48.88,36.06,40.66,2.36,6.22,75.56,40.08,40.69,51.35,0.72,64.06,Bonsai
129.84,832.56,37.71,34.03,42.64,2.83,6.9,154.41,83.93,74.15,70.08,5.37,469.69,Ficus
165.59,726.15,40.89,30.49,46.95,2.07,6.94,152.0,87.95,79.37,70.8,4.5,471.81,Ficus
145.38,800.78,33.83,40.53,41.23,2.32,6.46,174.18,82.08,80.8,70.31,3.56,483.55,Ficus
153.39,722.19,54.63,38.18,36.77,1.51,6.26,55.42,38.88,44.8,41.81,1.31,56.58,Bonsai
153.81,915.4,47.38,40.89,34.67,2.13,7.25,141.27,79.27,77.27,62.53,3.29,442.99,Ficus
144.28,890.95,67.44,36.21,49.4,3.14,7.85,27.38,24.93,14.4,15.72,0.39,309.36,Succulent
119.71,823.84,61.9,31.52,39.26,2.45,6.35,62.18,44.73,36.61,53.34,1.57,48.95,Bonsai
190.27,796.3,51.03,28.46,38.91,2.76,7.14,158.44,81.96,85.5,58.7,3.71,615.02,Ficus
150.03,719.31,48.1,40.47,45.26,2.87,8.17,34.45,16.69,20.35,26.5,0.18,270.83,Succulent
171.49,765.42,42.88,30.55,29.96,2.09,5.68,74.1,34.92,39.61,50.26,1.28,50.74,Bonsai
140.0,670.03,40.26,32.68,42.53,1.77,5.03,90.68,61.4,62.6,40.35,2.1,172.54,Orchid
177.64,752.58,63.57,36.36,52.68,2.56,5.5,95.11,56.65,61.14,29.97,1.75,216.13,Orchid
157.54,826.66,59.6,38.45,33.17,2.37,5.23,91.63,55.82,61.16,48.19,2.65,190.14,Orchid
167.63,704.02,50.01,41.6,36.38,2.11,7.28,130.48,89.09,77.78,71.01,4.55,486.9,Ficus
132.77,872.18,45.41,38.32,37.22,2.16,6.57,156.52,77.96,73.48,69.24,4.29,409.57,Ficus
142.78,749.17,49.17,37.37,42.55,2.24,6.88,152.78,77.79,76.08,70.51,4.13,480.43,Ficus
144.99,794.96,58.13,31.07,33.86,2.65,5.16,87.89,67.18,65.14,40.36,1.91,198.13,Orchid
167.39,768.23,66.35,39.56,52.93,2.07,6.89,153.31,77.32,77.65,72.55,3.02,524.16,Ficus
194.63,810.93,49.13,37.82,44.84,1.84,7.43,146.97,75.73,70.82,69.14,2.87,464.18,Ficus
148.12,768.91,35.71,43.75,35.39,2.77,5.69,97.68,60.06,59.07,42.24,1.47,187.7,Orchid
172.37,880.13,38.89,45.08,36.7,2.49,7.63,22.7,23.41,21.19,24.34,0.23,298.69,Succulent
170.45,777.63,41.57,34.59,44.1,2.86,8.06,26.65,23.62,17.98,12.46,0.4,278.57,Succulent
135.28,726.89,51.44,36.91,42.16,2.89,5.21,79.04,63.45,52.34,43.86,2.23,195.36,Orchid
188.48,692.36,71.39,27.01,39.85,2.7,6.35,61.1,40.28,32.71,52.55,1.46,63.62,Bonsai
149.83,753.99,40.69,39.29,45.56,3.4,5.59,90.5,65.24,66.33,32.16,2.12,238.91,Orchid
143.3,804.3,46.3,37.39,32.03,2.58,5.42,93.01,70.69,64.16,36.27,1.83,211.24,Orchid
118.67,856.42,40.64,32.38,43.81,3.55,5.98,70.61,36.02,38.29,56.31,1.07,46.02,Bonsai
145.51,844.68,52.14,45.61,41.96,2.77,7.35,156.95,76.5,87.51,77.21,4.49,529.76,Ficus
130.37,745.64,29.78,32.98,34.38,2.12,7.06,165.08,82.24,79.32,68.08,3.93,543.65,Ficus
166.17,815.15,49.49,37.36,43.39,2.26,4.9,87.53,68.18,62.36,38.68,1.78,195.19,Orchid
171.15,796.53,57.48,32.12,45.98,3.05,5.05,93.19,64.6,56.55,47.19,2.43,159.18,Orchid
161.59,715.63,51.14,38.32,47.07,2.21,6.63,150.69,84.76,78.84,67.27,3.15,495.11,Ficus
150.48,882.54,31.14,38.84,36.63,2.82,6.4,60.89,46.42,42.64,49.49,0.94,64.79,Bonsai
187.69,790.1,61.19,40.08,34.06,2.65,6.59,148.97,79.77,86.34,74.13,4.68,568.38,Ficus
149.22,761.88,49.92,34.59,41.04,2.43,5.24,97.67,58.65,61.29,36.07,1.97,214.44,Orchid
152.63,807.04,46.29,43.9,33.17,2.4,5.99,58.48,44.18,38.13,51.18,1.84,49.8,Bonsai
152.58,919.52,40.12,30.44,41.99,2.07,8.12,35.14,18.28,22.32,18.75,0.71,289.82,Succulent
145.93,721.61,54.07,44.59,40.36,2.45,7.05,153.11,74.7,78.55,64.68,4.97,457.04,Ficus
149.76,785.3,56.81,41.59,38.92,2.11,6.73,153.29,84.66,79.86,63.72,3.56,643.36,Ficus
169.28,765.82,61.53,32.03,37.15,2.39,8.0,36.13,19.04,19.47,14.92,0.57,241.65,Succulent
143.95,792.55,41.98,26.31,38.94,2.14,6.82,153.86,71.0,84.76,82.11,4.11,523.26,Ficus
153.17,726.43,51.0,35.55,41.69,2.74,5.82,93.81,57.71,72.94,39.33,2.28,175.91,Orchid
128.6,742.62,60.4,40.42,39.26,3.11,7.25,167.15,81.57,83.49,71.56,4.6,514.72,Ficus
118.35,820.79,67.38,35.93,42.32,2.4,7.48,24.85,15.51,16.89,26.93,0.7,303.71,Succulent
132.35,766.16,34.68,36.92,37.41,2.95,5.68,47.12,36.53,36.66,53.78,1.37,56.42,Bonsai
175.66,822.56,65.33,27.01,41.87,1.52,8.27,37.91,23.31,20.24,25.16,0.26,261.9,Succulent
139.68,934.65,49.43,30.47,34.23,2.76,6.7,157.43,80.07,86.46,68.62,3.96,458.47,Ficus
149.79,869.58,28.94,27.4,45.85,1.97,6.0,63.39,42.41,44.23,42.34,1.64,41.21,Bonsai
146.72,698.17,65.51,41.18,50.11,3.4,5.86,66.09,39.08,41.77,48.23,1.68,48.37,Bonsai
157.23,871.14,38.11,39.34,40.17,2.61,7.15,140.1,71.16,80.66,70.68,4.29,465.84,Ficus
155.92,920.25,71.93,31.99,42.61,2.09,8.41,27.79,20.02,18.41,16.41,0.49,289.47,Succulent
157.49,764.27,46.48,39.31,35.79,1.93,5.83,87.81,56.99,58.59,33.35,2.32,222.58,Orchid
159.88,811.58,58.89,37.43,42.81,2.35,6.14,57.85,38.29,34.19,39.29,1.17,54.23,Bonsai
150.42,816.81,51.13,39.97,42.85,2.2,7.41,160.56,74.0,84.16,74.92,4.1,436.38,Ficus
129.25,778.03,61.05,38.19,36.39,2.72,5.49,83.61,57.41,58.55,51.85,1.83,210.34,Orchid
124.7,888.82,32.43,39.43,35.43,1.95,5.37,103.29,56.89,50.77,43.23,2.2,227.39,Orchid
158.43,797.5,53.02,41.42,37.71,2.27,8.12,26.61,21.62,22.96,23.18,0.79,294.02,Succulent
149.93,802.56,36.18,35.5,34.88,3.13,7.16,163.01,84.56,83.74,65.97,3.83,546.13,Ficus
173.39,841.38,43.61,48.01,33.58,3.06,5.05,89.88,55.33,58.48,37.87,1.99,217.05,Orchid
155.01,791.21,49.4,44.46,42.34,2.52,6.34,148.18,79.74,79.29,67.78,2.99,498.96,Ficus
163.95,851.86,67.22,27.4,41.7,2.1,5.88,56.16,42.6,41.65,51.67,1.66,45.88,Bonsai
145.57,828.85,59.42,42.83,37.6,1.71,5.8,60.08,30.89,38.94,49.21,1.62,47.48,Bonsai
165.26,838.45,41.58,35.7,44.91,2.24,5.91,60.27,39.26,46.62,46.58,1.18,57.9,Bonsai
154.5,737.49,36.87,24.76,30.19,3.07,8.47,34.85,18.84,15.37,16.64,0.46,249.24,Succulent
115.51,838.26,51.91,28.57,39.53,2.56,5.87,56.0,33.86,44.65,51.07,1.77,57.57,Bonsai
180.69,823.24,57.51,32.54,33.86,2.56,5.94,55.13,37.84,42.61,54.56,1.71,42.73,Bonsai
135.41,741.41,66.71,26.2,32.17,3.18,8.0,33.42,18.69,18.38,24.1,0.52,278.88,Succulent
132.03,789.77,59.9,28.55,40.51,2.08,8.29,28.3,18.53,19.92,13.79,0.39,273.5,Succulent
124.92,850.98,38.85,36.5,39.75,2.41,5.91,93.43,59.69,67.61,41.1,2.25,180.44,Orchid
162.66,809.71,48.58,39.49,30.93,2.23,6.58,149.84,83.35,78.41,69.96,3.96,547.63,Ficus
166.48,702.38,62.08,35.72,40.41,2.53,6.26,45.3,40.03,39.18,49.81,1.84,43.57,Bonsai
188.55,850.03,39.28,36.97,40.17,1.93,5.55,94.56,64.02,60.77,39.99,1.82,199.43,Orchid
162.12,817.56,53.17,29.66,39.53,2.52,5.81,52.42,44.94,41.13,50.51,1.55,47.33,Bonsai
179.46,756.96,61.67,37.07,37.47,2.84,5.58,86.34,59.52,54.82,37.23,2.26,207.08,Orchid
140.82,792.6,47.48,30.67,43.43,2.99,5.2,74.9,62.2,66.23,44.26,1.62,222.85,Orchid
132.7,802.0,33.71,38.07,35.38,2.01,8.61,26.11,19.45,21.52,21.09,0.47,318.07,Succulent
154.48,773.21,44.74,33.77,42.84,1.99,6.92,143.87,85.08,80.86,68.42,3.32,419.73,Ficus
167.21,826.11,51.07,37.31,38.59,1.41,7.1,142.31,89.59,84.75,65.69,4.27,526.76,Ficus
144.12,756.07,46.8,37.97,38.15,2.2,5.78,91.78,65.75,58.22,35.62,1.53,202.99,Orchid
171.39,797.35,54.03,36.07,39.26,3.03,7.66,20.52,23.92,17.94,21.7,0.62,298.04,Succulent
136.15,795.7,56.98,30.3,41.84,2.08,7.05,157.58,78.94,80.44,73.44,4.19,471.47,Ficus
171.64,721.4,53.23,36.28,38.39,2.29,8.39,31.43,24.36,24.44,24.08,0.5,346.23,Succulent
138.43,809.33,54.86,31.67,51.83,1.71,5.61,80.63,57.31,63.69,43.77,1.98,220.99,Orchid
145.78,780.12,37.5,32.76,34.55,2.56,7.13,158.26,82.51,88.65,69.41,3.91,430.46,Ficus
130.55,717.04,49.61,32.97,33.67,1.76,5.66,91.66,56.65,65.59,48.69,1.87,216.92,Orchid
163.5,724.17,50.76,32.17,43.6,1.94,6.65,152.25,84.99,79.46,74.74,4.28,546.5,Ficus
152.23,764.97,56.35,34.97,36.56,2.33,5.99,65.4,36.93,42.3,41.14,1.53,51.37,Bonsai
130.63,891.48,67.31,24.87,48.05,1.64,7.0,149.97,84.43,89.89,67.5,5.5,505.68,Ficus
166.54,904.48,54.92,33.68,45.61,2.4,6.9,141.31,74.8,78.08,68.81,3.82,508.12,Ficus
121.92,855.07,30.97,28.13,49.33,2.48,5.3,87.11,59.95,60.4,37.61,2.02,202.79,Orchid
178.47,756.65,44.02,30.89,45.83,2.91,8.1,29.76,17.24,23.61,24.92,0.05,291.34,Succulent
164.52,804.1,21.62,46.83,43.63,2.37,7.17,165.36,90.44,81.7,70.65,3.47,486.09,Ficus
136.29,791.62,44.71,35.43,43.48,2.08,5.84,69.57,35.23,42.13,51.24,1.5,40.65,Bonsai
151.83,816.62,59.29,30.8,41.7,2.86,5.99,68.4,41.54,33.01,46.85,1.33,50.25,Bonsai
170.39,862.48,38.76,38.91,44.85,2.62,5.36,100.16,59.46,48.0,48.07,2.13,207.72,Orchid
183.25,832.58,53.96,26.16,37.92,2.99,6.06,47.12,43.97,27.22,57.62,1.43,49.45,Bonsai
179.56,727.81,66.79,41.11,37.36,2.64,6.76,153.45,81.95,77.79,55.53,4.46,392.13,Ficus
135.25,864.32,49.79,32.33,36.09,2.34,6.05,53.72,42.72,39.48,52.45,1.64,55.84,Bonsai
177.42,870.03,39.31,36.34,39.61,2.67,6.02,54.44,45.23,33.7,40.93,1.39,46.13,Bonsai
155.34,824.1,63.2,25.18,38.66,2.55,7.03,131.38,76.98,87.81,76.96,4.08,498.72,Ficus
144.85,675.58,37.64,28.18,39.94,2.2,7.15,140.4,80.41,90.96,70.74,5.02,421.26,Ficus
146.58,703.94,40.33,26.67,28.92,1.5,5.28,77.7,63.75,62.92,39.17,1.35,184.26,Orchid
133.42,852.6,45.76,33.89,47.27,3.45,7.07,151.43,79.14,81.92,71.72,3.22,458.65,Ficus
150.23,761.1,27.59,43.58,30.45,2.38,7.98,20.26,19.88,20.91,16.6,0.21,270.9,Succulent
147.32,802.61,46.27,28.82,30.71,1.92,6.53,160.83,72.46,71.74,69.49,3.42,573.96,Ficus
125.24,750.94,59.73,40.09,25.28,2.62,7.23,146.04,83.01,85.08,68.37,3.6,451.81,Ficus
164.94,777.97,50.98,33.37,33.66,3.24,5.91,68.55,39.51,39.2,49.87,2.09,53.99,Bonsai
167.01,785.3,26.18,42.09,36.68,2.44,4.99,85.77,57.2,64.24,49.07,2.15,225.07,Orchid
182.38,806.92,47.56,31.59,43.63,2.27,5.74,87.65,65.68,61.34,47.77,2.05,200.8,Orchid
154.07,770.57,50.13,29.05,43.0,2.2,8.11,35.77,13.01,18.42,18.1,0.82,353.39,Succulent
144.77,843.13,45.36,28.91,35.58,2.16,6.16,64.45,44.27,38.78,56.68,1.1,41.03,Bonsai
167.94,804.88,41.58,33.01,45.6,3.28,6.92,145.97,82.5,80.34,72.93,3.36,493.16,Ficus
162.18,756.35,75.88,36.18,46.39,2.25,6.95,150.35,81.51,88.13,68.31,3.34,540.62,Ficus
120.85,767.16,38.34,39.44,46.29,2.58,7.87,26.43,16.98,21.23,19.14,0.51,365.76,Succulent
179.92,776.56,61.87,22.84,44.19,2.44,4.92,99.83,60.02,60.2,54.24,1.21,201.73,Orchid
155.99,854.59,57.24,31.33,36.06,3.6,8.01,33.87,20.89,20.12,17.29,0.63,288.23,Succulent
